"code_rome","code_ogr","coeur_metier"
"E1406","490869",""
"E1406","490874",""
"E1406","491971",""
"E1406","493466",""
"E1406","493921",""
"E1406","494142",""
"E1406","494652",""
"E1406","494812",""
"E1406","496387",""
"E1406","497525",""
"E1406","498462",""
"E1406","498612",""
"E1406","498816",""
"E1406","501601",""
"E1406","505800","Principale"
"E1406","506948","Principale"
"E1406","506949","Principale"
"E1406","506950",""
"E1406","506951","Principale"
"E1406","506952","Principale"
"E1406","506954",""
"E1406","506955",""
"E1406","506958",""
"E1406","506959",""
"E1406","506960",""
"E1406","508391",""
"E1406","508650","Émergente"
"E1406","508651",""
"E1406","508652","Principale"
"E1406","510973",""
"E1406","511045",""
"E1406","514004",""
"E1406","514374",""
"E1406","514380",""
"E1406","514390",""
"E1406","514581",""
"E1407","100541",""
"E1407","101399",""
"E1407","102732",""
"E1407","103026",""
"E1407","103028",""
"E1407","103031",""
"E1407","114255","Émergente"
"E1407","115702",""
"E1407","115917",""
"E1407","116279","Principale"
"E1407","117224",""
"E1407","119702",""
"E1407","119703",""
"E1407","120512","Principale"
"E1407","120606",""
"E1407","121262","Principale"
"E1407","121283","Principale"
"E1407","121367",""
"E1407","121706",""
"E1407","121721",""
"E1407","122304","Principale"
"E1407","122455","Principale"
"E1407","122509",""
"E1407","123010",""
"E1407","123393","Principale"
"E1407","300322",""
"E1407","300383",""
"E1407","300473",""
"E1407","300483",""
"E1407","300490",""
"E1407","300779",""
"E1407","400775",""
"E1407","403020",""
"E1407","403024",""
"E1407","403025",""
"E1407","403095",""
"E1407","403103",""
"E1407","403107",""
"E1407","403135",""
"E1407","405291","Émergente"
"E1407","405348",""
"E1407","405505",""
"E1407","485020","Principale"
"E1407","485023",""
"E1407","485540",""
"E1407","489652",""
"E1407","490784",""
"E1407","490785",""
"E1407","490786",""
"E1407","490830",""
"E1407","490853",""
"E1407","493256",""
"E1407","493706",""
"E1407","495003",""
"E1407","496337",""
"E1407","496703",""
"E1407","498323",""
"E1407","498563",""
"E1407","498950",""
"E1407","500303",""
"E1407","501602",""
"E1407","507718",""
"E1407","507721","Principale"
"E1407","507722",""
"E1407","507723",""
"E1407","507724","Principale"
"E1407","508372","Principale"
"E1407","510973",""
"E1407","510975",""
"E1407","510981",""
"E1407","510982",""
"E1408","102742","Principale"
"E1408","110573",""
"E1408","121670",""
"E1408","121673",""
"E1408","300314",""
"E1408","300321",""
"E1408","300415",""
"E1408","300463",""
"E1408","300473",""
"E1408","300479",""
"E1408","300483",""
"E1408","300489",""
"E1408","300799",""
"E1408","300806",""
"E1408","400723",""
"E1408","400766","Principale"
"E1408","400888",""
"E1408","402102","Principale"
"E1408","403005",""
"E1408","403025",""
"E1408","403095",""
"E1408","403103",""
"E1408","403107",""
"E1408","403135",""
"E1408","404364","Principale"
"E1408","404775",""
"E1408","477199","Principale"
"E1408","477575",""
"E1408","477596",""
"E1408","480340",""
"E1408","481300",""
"E1408","481644",""
"E1408","482194","Principale"
"E1408","485376",""
"E1408","489488",""
"E1408","492451","Principale"
"E1408","494894",""
"E1408","494931",""
"E1408","501203","Principale"
"E1408","502234","Principale"
"E1408","502589",""
"E1408","504320",""
"E1408","506359",""
"E1408","507444",""
"E1408","507516",""
"E1408","507521",""
"E1408","508779",""
"E1408","509260","Principale"
"E1408","510973",""
"E1408","512929","Principale"
"E1408","513420","Principale"
"E1408","513438","Principale"
"E1408","515221",""
"E1408","515226",""
"E1409","100541",""
"E1409","101399",""
"E1409","103026",""
"E1409","114255",""
"E1409","115702",""
"E1409","115917",""
"E1409","117224",""
"E1409","119702",""
"E1409","119703",""
"E1409","120512","Principale"
"E1409","121470",""
"E1409","121658","Principale"
"E1409","121706",""
"E1409","121721",""
"E1409","122455",""
"E1409","123010",""
"E1409","125421","Principale"
"E1409","300067","Principale"
"E1409","300308",""
"E1409","300373","Principale"
"E1409","300465",""
"E1409","300483",""
"E1409","300490",""
"E1409","300603","Principale"
"E1409","300779",""
"E1409","300799",""
"E1409","300806",""
"E1409","300819",""
"E1409","403095",""
"E1409","403103",""
"E1409","403107",""
"E1409","403421","Principale"
"E1409","404522",""
"E1409","404821",""
"E1409","405348",""
"E1409","482446",""
"E1409","482957",""
"E1409","484614",""
"E1409","485535",""
"E1409","486351","Principale"
"E1409","489652",""
"E1409","490784",""
"E1409","490785",""
"E1409","490786",""
"E1409","490830",""
"E1409","490839",""
"E1409","490840",""
"E1409","490841",""
"E1409","490842",""
"E1409","490855",""
"E1409","490867",""
"E1409","491501",""
"E1409","492124",""
"E1409","492662",""
"E1409","492775",""
"E1409","494289",""
"E1409","496239",""
"E1409","496687",""
"E1409","499134",""
"E1409","499289",""
"E1409","501080",""
"E1409","502052",""
"E1409","505582",""
"E1409","505841","Principale"
"E1409","508204",""
"E1409","508205","Principale"
"E1409","508206",""
"E1409","508209","Principale"
"E1409","508371",""
"E1409","508388","Principale"
"E1409","510973",""
"E1409","510984","Principale"
"E1410","114255",""
"E1410","115702",""
"E1410","118943",""
"E1410","119308",""
"E1410","120606",""
"E1410","300067",""
"E1410","300465",""
"E1410","300483",""
"E1410","300490",""
"E1410","300779",""
"E1410","300806",""
"E1410","300816",""
"E1410","300817",""
"E1410","400766",""
"E1410","403103",""
"E1410","403107",""
"E1410","403135",""
"E1410","403816",""
"E1410","405348",""
"E1410","477069",""
"E1410","477203",""
"E1410","477206",""
"E1410","482137",""
"E1410","482442",""
"E1410","482537","Principale"
"E1410","485175",""
"E1410","485535",""
"E1410","485536","Principale"
"E1410","490268","Principale"
"E1410","490853",""
"E1410","491983",""
"E1410","492364",""
"E1410","492577",""
"E1410","492887",""
"E1410","492956",""
"E1410","496426","Principale"
"E1410","496669","Principale"
"E1410","497896",""
"E1410","498768","Principale"
"E1410","499387",""
"E1410","499396",""
"E1410","499826",""
"E1410","502981",""
"E1410","504827",""
"E1410","505841","Principale"
"E1410","507322",""
"E1410","508300",""
"E1410","508301",""
"E1410","508302","Principale"
"E1410","508303","Émergente"
"E1410","508304",""
"E1410","508305",""
"E1410","508306","Émergente"
"E1410","508307","Principale"
"E1410","508388","Principale"
"E1410","508453",""
"E1410","508463",""
"E1410","510973",""
"E1410","510984","Principale"
"E1410","510999",""
"E1410","512596","Principale"
"E1410","512597",""
"E1410","513002",""
"E1410","513111","Principale"
"E1410","513159",""
"E1410","513400",""
"E1411","115917",""
"E1411","122552",""
"E1411","124291","Principale"
"E1411","300317",""
"E1411","300323",""
"E1411","300381",""
"E1411","300382","Principale"
"E1411","300415",""
"E1411","300460",""
"E1411","300473",""
"E1411","300490",""
"E1411","300684",""
"E1411","300779",""
"E1411","300805",""
"E1411","300806",""
"E1411","403095",""
"E1411","403103",""
"E1411","403104",""
"E1411","403107",""
"E1411","403425",""
"E1411","403473","Principale"
"E1411","404522","Principale"
"E1411","405178",""
"E1411","405285",""
"E1411","405348",""
"E1411","405505","Émergente"
"E1411","478852",""
"E1411","479065",""
"E1411","482486",""
"E1411","482846",""
"E1411","482957","Principale"
"E1411","483493",""
"E1411","489827","Principale"
"E1411","491974",""
"E1411","492777",""
"E1411","492919",""
"E1411","493466",""
"E1411","494140",""
"E1411","498414",""
"E1411","498871",""
"E1411","500371",""
"E1411","501080",""
"E1411","502866",""
"E1411","505690",""
"E1411","506972",""
"E1411","508204",""
"E1411","508371","Principale"
"E1411","508372",""
"E1411","508373",""
"E1411","508375",""
"E1411","508376",""
"E1411","508377",""
"E1411","508378","Principale"
"E1411","508380",""
"E1411","510973",""
"E1411","510975",""
"E1411","511018",""
"E1411","514410",""
"E1412","100541",""
"E1412","101399",""
"E1412","103011",""
"E1412","103026",""
"E1412","103027",""
"E1412","103028",""
"E1412","103031",""
"E1412","114255","Principale"
"E1412","115917",""
"E1412","117224",""
"E1412","119703",""
"E1412","120512","Principale"
"E1412","120524",""
"E1412","121658",""
"E1412","121706",""
"E1412","122455",""
"E1412","123010",""
"E1412","123393",""
"E1412","123673","Principale"
"E1412","125421",""
"E1412","125989",""
"E1412","126356",""
"E1412","300370",""
"E1412","300440",""
"E1412","300461",""
"E1412","300483",""
"E1412","300489",""
"E1412","300575",""
"E1412","300600",""
"E1412","300779",""
"E1412","300799",""
"E1412","300806",""
"E1412","300817",""
"E1412","400323",""
"E1412","400663",""
"E1412","402127","Principale"
"E1412","403095",""
"E1412","403103",""
"E1412","403107",""
"E1412","403135",""
"E1412","403774",""
"E1412","403853",""
"E1412","405348",""
"E1412","405349",""
"E1412","482132",""
"E1412","482561","Émergente"
"E1412","482960",""
"E1412","485029",""
"E1412","485540",""
"E1412","489425",""
"E1412","490382","Émergente"
"E1412","490785",""
"E1412","490786",""
"E1412","490830",""
"E1412","490839",""
"E1412","490840",""
"E1412","490841",""
"E1412","490842",""
"E1412","490855",""
"E1412","490867",""
"E1412","491501",""
"E1412","499396",""
"E1412","500367",""
"E1412","500828",""
"E1412","501202",""
"E1412","501602","Principale"
"E1412","502236",""
"E1412","504477",""
"E1412","506214",""
"E1412","507458",""
"E1412","508189","Principale"
"E1412","508191",""
"E1412","508200","Principale"
"E1412","508204",""
"E1412","508206",""
"E1412","508378",""
"E1412","508677","Principale"
"E1412","508678",""
"E1412","508679",""
"E1412","508681",""
"E1412","509256","Principale"
"E1412","510939",""
"E1412","510973",""
"E1412","510975",""
"E1412","511115",""
"E1413","115923",""
"E1413","121670",""
"E1413","121933","Principale"
"E1413","300379",""
"E1413","300440",""
"E1413","300461",""
"E1413","300465",""
"E1413","300467",""
"E1413","300497",""
"E1413","300779",""
"E1413","300799",""
"E1413","400723",""
"E1413","403025",""
"E1413","403095",""
"E1413","403103",""
"E1413","403107",""
"E1413","404364",""
"E1413","405291","Émergente"
"E1413","405348",""
"E1413","479676",""
"E1413","482516",""
"E1413","485511",""
"E1413","489440",""
"E1413","490263","Principale"
"E1413","490869",""
"E1413","491803",""
"E1413","492062",""
"E1413","492188",""
"E1413","492451",""
"E1413","493507",""
"E1413","493708",""
"E1413","494890",""
"E1413","494894",""
"E1413","495910",""
"E1413","496228",""
"E1413","496232",""
"E1413","497943",""
"E1413","499624",""
"E1413","500528","Principale"
"E1413","501080",""
"E1413","501425","Principale"
"E1413","502234","Principale"
"E1413","502589",""
"E1413","505797",""
"E1413","506447",""
"E1413","506731",""
"E1413","507444",""
"E1413","507521","Principale"
"E1413","507718",""
"E1413","507721","Principale"
"E1413","508204",""
"E1413","508208",""
"E1413","508386",""
"E1413","508463","Principale"
"E1413","508779",""
"E1413","510973",""
"E1413","512603",""
"E1413","512852","Principale"
"E1413","512871",""
"E1413","513112",""
"E1413","513148",""
"E1413","513383",""
"E1413","514633",""
"E1413","515241",""
"E1414","100541",""
"E1414","117224","Émergente"
"E1414","119703","Émergente"
"E1414","121470",""
"E1414","121658",""
"E1414","300379",""
"E1414","300415",""
"E1414","300461",""
"E1414","300479",""
"E1414","300483",""
"E1414","300490",""
"E1414","300799",""
"E1414","300806",""
"E1414","400723",""
"E1414","403025",""
"E1414","403095",""
"E1414","403103",""
"E1414","403107",""
"E1414","403118",""
"E1414","403135",""
"E1414","403138",""
"E1414","404218","Émergente"
"E1414","477203",""
"E1414","484959",""
"E1414","490263",""
"E1414","491803",""
"E1414","491983","Émergente"
"E1414","492124",""
"E1414","492548",""
"E1414","492662","Émergente"
"E1414","492775",""
"E1414","493507",""
"E1414","493708","Principale"
"E1414","499121",""
"E1414","499624",""
"E1414","500518",""
"E1414","500528",""
"E1414","501080","Principale"
"E1414","506447",""
"E1414","507721",""
"E1414","508208",""
"E1414","508371",""
"E1414","508463","Principale"
"E1414","510973",""
"E1414","512509",""
"E1414","512517","Principale"
"E1414","512697",""
"E1414","512848",""
"E1414","512871",""
"E1414","512912","Principale"
"E1414","512961","Principale"
"E1414","513075","Principale"
"E1414","513112","Principale"
"E1414","513383",""
"E1414","513474",""
"E1414","514087",""
"E1414","514633",""
"E1414","515294",""
"E1415","100898",""
"E1415","110573",""
"E1415","115911",""
"E1415","121673",""
"E1415","300175",""
"E1415","300245","Principale"
"E1415","300314",""
"E1415","300461",""
"E1415","300472","Principale"
"E1415","300489",""
"E1415","300490",""
"E1415","300493",""
"E1415","300779",""
"E1415","300806",""
"E1415","400476","Principale"
"E1415","400766","Principale"
"E1415","400888",""
"E1415","402102","Principale"
"E1415","402182","Émergente"
"E1415","403095",""
"E1415","403103",""
"E1415","403107",""
"E1415","403853","Principale"
"E1415","404218",""
"E1415","476953","Principale"
"E1415","477199","Principale"
"E1415","477482",""
"E1415","477525",""
"E1415","477528",""
"E1415","477596",""
"E1415","481300",""
"E1415","481644",""
"E1415","482194",""
"E1415","482385",""
"E1415","483123","Émergente"
"E1415","484614",""
"E1415","489442",""
"E1415","490120",""
"E1415","493265","Émergente"
"E1415","493313","Principale"
"E1415","493314","Principale"
"E1415","493996","Émergente"
"E1415","494878",""
"E1415","494931",""
"E1415","496407",""
"E1415","496679","Principale"
"E1415","496751",""
"E1415","501203",""
"E1415","505537",""
"E1415","506202",""
"E1415","506359",""
"E1415","507444",""
"E1415","510973",""
"E1415","511115",""
"E1415","512607","Émergente"
"E1415","512898","Principale"
"E1415","512963","Émergente"
"E1415","512968",""
"E1415","513199","Principale"
"E1415","513426","Émergente"
"E1415","513478",""
"E1415","515221",""
"E1415","515298",""
"F1101","100038",""
"F1101","100091",""
"F1101","100129",""
"F1101","101640",""
"F1101","101665",""
"F1101","103043",""
"F1101","103045",""
"F1101","103046","Émergente"
"F1101","109819",""
"F1101","114261",""
"F1101","116467",""
"F1101","119672",""
"F1101","121339","Principale"
"F1101","121707",""
"F1101","121735","Émergente"
"F1101","122480",""
"F1101","124243",""
"F1101","124834",""
"F1101","125142",""
"F1101","125508",""
"F1101","125980",""
"F1101","125994",""
"F1101","126015",""
"F1101","300149",""
"F1101","300150",""
"F1101","300186","Principale"
"F1101","300293","Principale"
"F1101","300307",""
"F1101","300315","Principale"
"F1101","300323",""
"F1101","300363",""
"F1101","300364",""
"F1101","300371",""
"F1101","300377","Principale"
"F1101","300412",""
"F1101","300418","Principale"
"F1101","300465",""
"F1101","300483",""
"F1101","300488","Principale"
"F1101","300497",""
"F1101","300779",""
"F1101","300806",""
"F1101","300821",""
"F1101","300878",""
"F1101","403093",""
"F1101","403103",""
"F1101","403104",""
"F1101","403106",""
"F1101","403400",""
"F1101","403499",""
"F1101","403549",""
"F1101","403836",""
"F1101","403962",""
"F1101","404570",""
"F1101","404573",""
"F1101","405285",""
"F1101","405348",""
"F1101","478600","Émergente"
"F1101","479917",""
"F1101","483984",""
"F1101","485221",""
"F1101","485942",""
"F1101","489430","Émergente"
"F1101","490503",""
"F1101","490879",""
"F1101","494889","Principale"
"F1101","499152",""
"F1101","506406","Principale"
"F1101","506407","Principale"
"F1101","506408","Principale"
"F1101","506410","Principale"
"F1101","506411",""
"F1101","513592",""
"F1101","513593",""
"F1101","513594","Principale"
"F1101","513595",""
"F1101","513597",""
"F1101","513598",""
"F1101","514431",""
"F1102","100015",""
"F1102","100038",""
"F1102","100091",""
"F1102","100495",""
"F1102","100615",""
"F1102","100616",""
"F1102","100633",""
"F1102","100643",""
"F1102","101640",""
"F1102","103043",""
"F1102","103070",""
"F1102","103085",""
"F1102","103087",""
"F1102","103726",""
"F1102","106160",""
"F1102","114265",""
"F1102","116421",""
"F1102","116425",""
"F1102","116430",""
"F1102","116453",""
"F1102","118634",""
"F1102","118788",""
"F1102","118842",""
"F1102","119191",""
"F1102","119672",""
"F1102","120738",""
"F1102","120739",""
"F1102","121187",""
"F1102","121194",""
"F1102","121195",""
"F1102","121199",""
"F1102","122110",""
"F1102","122764",""
"F1102","123666",""
"F1102","124377",""
"F1102","125070","Principale"
"F1102","125826",""
"F1102","126145",""
"F1102","126287",""
"F1102","126439",""
"F1102","300069",""
"F1102","300119",""
"F1102","300238",""
"F1102","300293","Principale"
"F1102","300315",""
"F1102","300316",""
"F1102","300361",""
"F1102","300363","Principale"
"F1102","300377",""
"F1102","300401",""
"F1102","300418",""
"F1102","300440",""
"F1102","300460",""
"F1102","300465",""
"F1102","300468",""
"F1102","300472",""
"F1102","300479",""
"F1102","300483",""
"F1102","300490",""
"F1102","300502",""
"F1102","300779",""
"F1102","300821",""
"F1102","300837",""
"F1102","403102",""
"F1102","403103",""
"F1102","403104",""
"F1102","403118",""
"F1102","403129",""
"F1102","403130",""
"F1102","403156",""
"F1102","403158",""
"F1102","403160",""
"F1102","403225",""
"F1102","403247",""
"F1102","403248",""
"F1102","403249",""
"F1102","403257",""
"F1102","403276",""
"F1102","403400","Principale"
"F1102","403408","Principale"
"F1102","403410",""
"F1102","403443","Principale"
"F1102","403483","Principale"
"F1102","403499","Principale"
"F1102","403549","Principale"
"F1102","403579","Principale"
"F1102","403612","Principale"
"F1102","403615","Principale"
"F1102","403616",""
"F1102","403833",""
"F1102","403834",""
"F1102","403835",""
"F1102","403836",""
"F1102","403837",""
"F1102","403962",""
"F1102","484953","Principale"
"F1103","38055",""
"F1103","101642",""
"F1103","103045","Principale"
"F1103","103097",""
"F1103","103098","Émergente"
"F1103","103103",""
"F1103","103104",""
"F1103","103106",""
"F1103","103107",""
"F1103","103109",""
"F1103","103111",""
"F1103","103402",""
"F1103","106937","Principale"
"F1103","119672",""
"F1103","119721",""
"F1103","122313","Principale"
"F1103","123285",""
"F1103","125461",""
"F1103","125462","Principale"
"F1103","125511",""
"F1103","125512",""
"F1103","125915",""
"F1103","125998",""
"F1103","126006",""
"F1103","126008",""
"F1103","300124","Principale"
"F1103","300307",""
"F1103","300338","Principale"
"F1103","300371",""
"F1103","300460",""
"F1103","300490",""
"F1103","300492",""
"F1103","300493",""
"F1103","300502",""
"F1103","300778",""
"F1103","300779",""
"F1103","300791",""
"F1103","300806",""
"F1103","402029",""
"F1103","403093",""
"F1103","403103",""
"F1103","403106",""
"F1103","404390",""
"F1103","405259",""
"F1103","486092",""
"F1103","489423",""
"F1103","489706",""
"F1103","490319","Principale"
"F1103","493579",""
"F1103","498081","Principale"
"F1103","498152","Principale"
"F1103","507739","Principale"
"F1103","507743",""
"F1103","512997",""
"F1103","514283",""
"F1104","101640",""
"F1104","101642",""
"F1104","101675",""
"F1104","103044",""
"F1104","103045",""
"F1104","103060",""
"F1104","103103",""
"F1104","103122","Principale"
"F1104","103126",""
"F1104","103130",""
"F1104","103150",""
"F1104","103204",""
"F1104","103208",""
"F1104","103480",""
"F1104","114261",""
"F1104","114271",""
"F1104","116809",""
"F1104","118639","Principale"
"F1104","118828",""
"F1104","119187",""
"F1104","119618","Principale"
"F1104","119672",""
"F1104","119935",""
"F1104","121344","Principale"
"F1104","121707",""
"F1104","121735","Émergente"
"F1104","122790",""
"F1104","122897",""
"F1104","122909",""
"F1104","123177",""
"F1104","123238",""
"F1104","123724",""
"F1104","123840","Principale"
"F1104","123889","Principale"
"F1104","124811","Principale"
"F1104","125142","Émergente"
"F1104","125309",""
"F1104","125410",""
"F1104","125980","Principale"
"F1104","126001",""
"F1104","126015",""
"F1104","126026",""
"F1104","126192",""
"F1104","300017",""
"F1104","300118",""
"F1104","300119",""
"F1104","300253",""
"F1104","300308",""
"F1104","300460",""
"F1104","300467",""
"F1104","300488",""
"F1104","300490",""
"F1104","300492",""
"F1104","300779",""
"F1104","300806",""
"F1104","402182","Émergente"
"F1104","402317","Principale"
"F1104","402319",""
"F1104","403093",""
"F1104","403103",""
"F1104","403104",""
"F1104","403207",""
"F1104","403532","Principale"
"F1104","403962",""
"F1104","404082",""
"F1104","405348",""
"F1104","405467","Émergente"
"F1104","485514","Principale"
"F1104","486092",""
"F1104","490091",""
"F1104","490881",""
"F1104","490882",""
"F1104","490950",""
"F1104","493146",""
"F1104","507747",""
"F1104","507752",""
"F1104","514051",""
"F1104","514276",""
"F1104","514336",""
"F1104","514409",""
"F1105","23380",""
"F1105","38055",""
"F1105","101315",""
"F1105","101397",""
"F1105","103059",""
"F1105","103060",""
"F1105","103126",""
"F1105","103153","Principale"
"F1105","103157","Principale"
"F1105","103165",""
"F1105","103188",""
"F1105","103189",""
"F1105","103190",""
"F1105","103191",""
"F1105","103272",""
"F1105","108811",""
"F1105","109529","Principale"
"F1105","114275","Principale"
"F1105","114279","Principale"
"F1105","117693","Principale"
"F1105","117764",""
"F1105","118758","Principale"
"F1105","118762",""
"F1105","119800","Principale"
"F1105","123436",""
"F1105","123692",""
"F1105","123749",""
"F1105","123750",""
"F1105","123751",""
"F1105","124377",""
"F1105","124523",""
"F1105","125772",""
"F1105","126027",""
"F1105","300078",""
"F1105","300085",""
"F1105","300126",""
"F1105","300184","Principale"
"F1105","300289",""
"F1105","300323",""
"F1105","300426",""
"F1105","300440",""
"F1105","300452",""
"F1105","300456",""
"F1105","300458",""
"F1105","300465",""
"F1105","300485",""
"F1105","300488","Principale"
"F1105","300493",""
"F1105","300636",""
"F1105","300779",""
"F1105","300783",""
"F1105","300806",""
"F1105","300816",""
"F1105","300817",""
"F1105","400747","Principale"
"F1105","401025",""
"F1105","402319",""
"F1105","403103",""
"F1105","403104",""
"F1105","403107",""
"F1105","404771",""
"F1105","404793","Principale"
"F1105","404855",""
"F1105","404863",""
"F1105","485514",""
"F1105","486244",""
"F1105","486678",""
"F1105","490889",""
"F1105","492422",""
"F1105","496062",""
"F1105","498120",""
"F1105","499152",""
"F1105","499357",""
"F1105","500586",""
"F1105","504566",""
"F1105","504567","Principale"
"F1105","504569",""
"F1105","504570",""
"F1105","504572",""
"F1105","504576",""
"F1105","504580",""
"F1105","504582",""
"F1105","508400",""
"F1105","513559","Émergente"
"F1105","514400",""
"F1105","514442",""
"F1105","514460",""
"F1105","514489",""
"F1105","514509",""
"F1106","100038",""
"F1106","100129",""
"F1106","101640",""
"F1106","101642",""
"F1106","103043",""
"F1106","103045",""
"F1106","103046",""
"F1106","103103",""
"F1106","103208",""
"F1106","118484",""
"F1106","118639","Principale"
"F1106","118828",""
"F1106","119187",""
"F1106","119604",""
"F1106","119672",""
"F1106","121735","Émergente"
"F1106","122480",""
"F1106","123840","Principale"
"F1106","124377",""
"F1106","125142","Émergente"
"F1106","125512",""
"F1106","125994","Principale"
"F1106","126089",""
"F1106","300069",""
"F1106","300118",""
"F1106","300125",""
"F1106","300149",""
"F1106","300197","Principale"
"F1106","300308","Principale"
"F1106","300311","Principale"
"F1106","300315","Principale"
"F1106","300334",""
"F1106","300435","Principale"
"F1106","300445",""
"F1106","300446",""
"F1106","300451",""
"F1106","300467",""
"F1106","300469",""
"F1106","300483",""
"F1106","300488",""
"F1106","300490",""
"F1106","300600",""
"F1106","300636","Principale"
"F1106","300779",""
"F1106","300806",""
"F1106","402317",""
"F1106","403093",""
"F1106","403103",""
"F1106","403107",""
"F1106","403400",""
"F1106","403447","Principale"
"F1106","403481",""
"F1106","403574",""
"F1106","403617",""
"F1106","403962",""
"F1106","404522",""
"F1106","405348",""
"F1106","484151","Principale"
"F1106","485221",""
"F1106","486727","Émergente"
"F1106","489440",""
"F1106","489470","Principale"
"F1106","490882",""
"F1106","490899",""
"F1106","492135",""
"F1106","499098",""
"F1106","502117","Émergente"
"F1106","502832","Principale"
"F1106","502836",""
"F1106","502837","Principale"
"F1106","502839",""
"F1106","502840","Émergente"
"F1106","502841",""
"F1106","505746","Émergente"
"F1106","507163","Principale"
"F1106","512324",""
"F1106","514490",""
"F1106","514500",""
"F1106","515308",""
"F1107","38055",""
"F1107","101640",""
"F1107","101646",""
"F1107","102644",""
"F1107","103045",""
"F1107","103059",""
"F1107","103060",""
"F1107","103219",""
"F1107","103222",""
"F1107","103225",""
"F1107","103226",""
"F1107","103228",""
"F1107","114288",""
"F1107","114289",""
"F1107","114290","Principale"
"F1107","114291",""
"F1107","117187",""
"F1107","117879",""
"F1107","118430",""
"F1107","118763",""
"F1107","118764",""
"F1107","118770",""
"F1107","118771",""
"F1107","119187","Émergente"
"F1107","119432",""
"F1107","119672",""
"F1107","121243",""
"F1107","121741",""
"F1107","123384",""
"F1107","123664",""
"F1107","123820",""
"F1107","124805","Principale"
"F1107","125994",""
"F1107","140970",""
"F1107","200090","Émergente"
"F1107","200093",""
"F1107","300067",""
"F1107","300069",""
"F1107","300124",""
"F1107","300130",""
"F1107","300164",""
"F1107","300338",""
"F1107","300405",""
"F1107","300408",""
"F1107","300451",""
"F1107","300458",""
"F1107","300460",""
"F1107","300465",""
"F1107","300470",""
"F1107","300479",""
"F1107","300490",""
"F1107","300779",""
"F1107","300783",""
"F1107","400178",""
"F1107","400262",""
"F1107","400381",""
"F1107","400415","Émergente"
"F1107","403103",""
"F1107","403115",""
"F1107","403127",""
"F1107","403134",""
"F1107","403138",""
"F1107","403153",""
"F1107","403154",""
"F1107","403357","Principale"
"F1107","403387","Principale"
"F1107","403404","Principale"
"F1107","403409","Principale"
"F1107","403419","Principale"
"F1107","403423",""
"F1107","403431","Principale"
"F1107","403433","Principale"
"F1107","403444","Principale"
"F1107","403447","Principale"
"F1107","403531","Principale"
"F1107","403554","Principale"
"F1107","403614","Principale"
"F1107","403819",""
"F1107","403820",""
"F1107","403843",""
"F1107","404353",""
"F1107","404354",""
"F1107","404355",""
"F1107","404356",""
"F1107","404366",""
"F1107","514069",""
"F1107","514536",""
"F1107","514963",""
"F1107","514964",""
"F1107","515112",""
"F1107","515113",""
"F1107","515206",""
"F1107","515239",""
"F1108","38055",""
"F1108","100038",""
"F1108","101642","Principale"
"F1108","103045",""
"F1108","103103",""
"F1108","103208",""
"F1108","103236",""
"F1108","107065",""
"F1108","108727",""
"F1108","114888",""
"F1108","116809",""
"F1108","117243",""
"F1108","118662",""
"F1108","118772",""
"F1108","118828","Principale"
"F1108","119604",""
"F1108","119672",""
"F1108","121244","Principale"
"F1108","121487",""
"F1108","121776",""
"F1108","121931",""
"F1108","122313",""
"F1108","122384",""
"F1108","122480",""
"F1108","122932",""
"F1108","123488",""
"F1108","124683",""
"F1108","125830",""
"F1108","125832",""
"F1108","125971",""
"F1108","126001",""
"F1108","126008","Principale"
"F1108","126037",""
"F1108","126053","Principale"
"F1108","300124",""
"F1108","300184",""
"F1108","300313",""
"F1108","300315","Principale"
"F1108","300364",""
"F1108","300426",""
"F1108","300459",""
"F1108","300460",""
"F1108","300465",""
"F1108","300470",""
"F1108","300490",""
"F1108","300806",""
"F1108","300821",""
"F1108","300837",""
"F1108","400255",""
"F1108","400498",""
"F1108","400784",""
"F1108","403011",""
"F1108","403015",""
"F1108","403093",""
"F1108","403103",""
"F1108","403104",""
"F1108","403207",""
"F1108","403447","Principale"
"F1108","403500",""
"F1108","403563","Principale"
"F1108","403600","Principale"
"F1108","403962",""
"F1108","404051","Émergente"
"F1108","404243",""
"F1108","404757","Principale"
"F1108","478474",""
"F1108","479880","Émergente"
"F1108","480655",""
"F1108","480656",""
"F1108","483100",""
"F1108","484149",""
"F1108","484426","Émergente"
"F1108","484943",""
"F1108","485042",""
"F1108","485718","Émergente"
"F1108","485810",""
"F1108","485812","Principale"
"F1108","485815",""
"F1108","486727","Émergente"
"F1108","490881",""
"F1108","515009",""
"F1108","515158",""
"F1108","515161",""
"F1109","38055",""
"F1109","101640",""
"F1109","101646",""
"F1109","102644",""
"F1109","102702",""
"F1109","103045",""
"F1109","103059",""
"F1109","103060",""
"F1109","103126",""
"F1109","103219","Principale"
"F1109","103222","Principale"
"F1109","103225",""
"F1109","103226",""
"F1109","103228",""
"F1109","103562",""
"F1109","104548",""
"F1109","114287",""
"F1109","114288",""
"F1109","114289",""
"F1109","114290",""
"F1109","114291",""
"F1109","117879",""
"F1109","118430",""
"F1109","118443",""
"F1109","118763",""
"F1109","118764","Principale"
"F1109","118770",""
"F1109","118771","Principale"
"F1109","119187",""
"F1109","119432",""
"F1109","119672",""
"F1109","120372",""
"F1109","121243",""
"F1109","121741",""
"F1109","123384","Principale"
"F1109","123820","Principale"
